name,release_date,required_age,genres,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,average_completion_time,developers
Parcel,2015-04-22,0,Indie;Puzzle;Sci-fi,106,14,0.00,0.00,0-20000,3.99,19.00,Polar Bunny
Appointment With FEAR,2014-08-26,0,Adventure;Indie;Choose Your Own Adventure,52,32,0.00,0.00,0-20000,3.99,7.00,Tin Man Games
Disney Universe,2014-10-06,0,Family Friendly;Action;Adventure,72,22,0.00,0.00,0-20000,15.49,11.50,Eurocom
Shadow Puppeteer,2014-09-29,0,Indie;Adventure;Platformer,98,30,0.00,0.00,50000-100000,10.99,4.50,Sarepta Studio
QP Shooting - Dangerous!!,2014-11-14,0,Bullet Hell;Shoot 'Em Up;Anime,349,27,3.45,3.68,50000-100000,5.59,14.50,Orange_Juice
Toast Time,2014-08-27,0,Indie;Casual;Action,59,15,0.00,0.00,20000-50000,3.99,3.00,Force Of Habit
Biglands: A Game Made By Kids,2014-08-25,0,RPG;Adventure;Indie,28,32,0.00,0.00,0-20000,3.99,4.50,Diego Acevedo
Shadowcrypt,2014-09-15,0,Action;Indie;Platformer,49,43,0.00,0.00,20000-50000,3.99,1.00,One-bit Punch
The Sacred Tears TRUE,2014-09-25,0,RPG;Indie;JRPG,45,15,17.37,17.37,20000-50000,6.99,34.00,AlphaNuts
Calvino Noir,2015-08-27,0,Adventure;Indie;Stealth,213,118,0.00,0.00,20000-50000,4.99,5.50,Calvino Noir Limited
Fatty Bear's Birthday Surprise,2014-10-23,0,Point & Click;Casual;Adventure,93,8,2.82,2.82,20000-50000,4.99,0.70,Humongous Entertainment
The Original Strife: Veteran Edition,2014-12-12,0,Action;RPG;Classic,329,28,4.80,5.00,50000-100000,6.99,8.00,Rogue Entertainment
Attractio,2016-01-18,0,Action;FPS;Puzzle-Platformer,52,64,0.00,0.00,20000-50000,14.99,13.00,GameCoder Studios
Republique,2015-02-25,0,Stealth;Female Protagonist;Cyberpunk,291,84,0.00,0.00,20000-50000,7.19,14.00,Camouflaj
Bionic Heart 2,2014-09-22,0,Adventure;Indie;Visual Novel,21,15,0.00,0.00,0-20000,10.99,2.00,Winter Wolves
Roommates,2014-10-15,0,Visual Novel;Dating Sim;Anime,135,50,2.10,2.10,20000-50000,18.99,6.00,Winter Wolves
Nelly Cootalot: The Fowl Fleet,2016-03-22,0,Adventure;Indie;Point & Click,139,9,0.00,0.00,20000-50000,13.99,6.00,"Alasdair Beckett-King, Application Systems Heidelberg"
The Keep,2017-03-16,0,RPG;Indie;Dungeon Crawler,46,16,0.00,0.00,0-20000,12.99,8.50,CINEMAX
Color Symphony,2014-09-15,0,Free to Play;Indie;Action,960,337,0.23,0.25,200000-500000,0.00,2.00,REMIMORY
Beyond Gravity,2014-09-23,0,Casual;Action;Indie,787,101,1.75,2.90,20000-50000,1.59,3.00,Qwiboo
Velocibox,2014-09-08,0,Indie;Action;Difficult,527,68,3.32,3.32,50000-100000,4.59,16.00,Shawn Beck
Guild of Dungeoneering,2015-07-14,0,RPG;Card Game;Turn-Based,1251,425,9.03,9.15,200000-500000,10.99,15.00,Gambrinous
Dokuro,2014-12-08,0,Action;Casual;Platformer,32,8,0.00,0.00,0-20000,6.99,18.00,Game Arts Co.
Dusk 12,2014-08-22,0,Action;FPS;Cult Classic,50,59,0.00,0.00,0-20000,2.79,3.50,Orion Games
DICETINY: The Lord of the Dice,2016-07-21,0,Indie;Strategy;Casual,148,67,0.00,0.00,0-20000,3.99,16.00,Fakedice
Doom & Destiny,2015-03-18,0,RPG;Indie;RPGMaker,1580,54,0.00,0.00,50000-100000,6.99,21.50,HeartBit Interactive
Enforcer: Police Crime Action,2014-10-24,18,Simulation;Action;Open World,1028,1119,2.50,2.50,100000-200000,14.99,9.50,Odin Game Studio
Convoy,2015-04-21,0,Strategy;Pixel Graphics;Indie,813,212,1.28,1.28,100000-200000,9.99,6.50,Convoy Games
Choice of the Deathless,2014-08-29,0,Indie;Choose Your Own Adventure;RPG,292,22,0.00,0.00,20000-50000,3.99,2.50,Choice of Games
Mecha Ace,2014-12-05,0,Indie;RPG;Mechs,103,14,0.00,0.00,0-20000,4.79,15.00,Choice of Games
Disney Fairies: Tinker Bell's Adventure,2014-10-06,0,Adventure;Casual;Family Friendly,16,15,0.00,0.00,0-20000,15.49,3.50,Gamestar
Squishy the Suicidal Pig,2014-10-23,0,Indie;Platformer;Puzzle,2998,569,0.87,0.90,200000-500000,4.79,11.50,"Tomi Maarela , Elias Viglione"
Wings of Vi,2014-11-28,0,Difficult;Platformer;Female Protagonist,826,156,2.38,2.38,50000-100000,10.99,41.00,Grynsoft
The Flame in the Flood,2016-02-24,0,Survival;Adventure;Great Soundtrack,3612,1139,2.08,2.08,500000-1000000,14.99,11.50,The Molasses Flood
SunAge: Battle for Elysium,2014-12-15,0,Strategy;Indie;RTS,68,40,0.00,0.00,0-20000,10.99,29.00,vertex4 Entertainment
Malebolgia,2015-05-06,0,Adventure;Action;Indie,70,40,0.00,0.00,20000-50000,8.99,5.00,Jochen Mistiaen
StarCrawlers,2017-05-23,0,RPG;Dungeon Crawler;Indie,421,72,0.00,0.00,20000-50000,14.99,68.50,Juggernaut Games
Platypus II,2014-08-15,0,Action;Shoot 'Em Up,319,203,3.67,3.68,200000-500000,4.99,3.00,Idigicon
Great Permutator,2014-09-15,0,Indie;Strategy;Casual,100,14,0.00,0.00,20000-50000,4.99,6.00,Ripatti
Disney Winnie the Pooh,2014-10-06,0,Family Friendly;Casual;Adventure,137,17,0.00,0.00,20000-50000,4.79,1.50,Disney Interactive
Chariot,2014-11-12,0,Adventure;Indie;Local Co-Op,172,44,0.47,0.47,50000-100000,10.99,13.50,Frima Studio
Ninja Pizza Girl,2015-09-30,0,Indie;Action;Female Protagonist,212,50,5.30,5.30,100000-200000,4.99,2.50,Disparity Games
Odallus: The Dark Call,2015-07-15,0,Action;Indie;Metroidvania,792,89,4.35,4.60,100000-200000,6.99,7.50,JoyMasher
Five Nights at Freddy's,2014-08-19,0,Horror;Singleplayer;Survival Horror,15784,2179,7.90,10.25,500000-1000000,3.99,3.00,Scott Cawthon
Reprisal Universe,2014-09-15,0,Indie;Strategy;God Game,286,75,0.23,0.23,20000-50000,4.99,13.50,Electrolyte
Oh My Gore!,2016-10-20,0,Indie;Strategy;Gore,153,20,0.00,0.00,0-20000,1.69,6.50,Bumblebee.
Airport Simulator 2015,2015-04-22,0,Simulation;Singleplayer,45,91,0.00,0.00,20000-50000,13.49,3.50,Link Solutions
Trine 3: The Artifacts of Power,2015-08-20,0,Adventure;Co-op;Puzzle,3619,1819,7.48,8.95,500000-1000000,15.99,6.00,Frozenbyte
The Detail,2014-10-28,18,Adventure;Indie;Point & Click,403,143,4.82,4.82,100000-200000,2.09,4.50,Rival Games
Moon Hunters,2016-03-10,0,RPG;Pixel Graphics;Indie,1458,440,13.23,13.23,100000-200000,11.39,4.00,Kitfox Games
This Starry Midnight We Make,2015-06-01,0,Indie;Simulation;Puzzle,40,4,0.00,0.00,0-20000,6.49,5.50,CAVYHOUSE
Meadowland,2014-10-22,0,Indie;Simulation;Exploration,25,21,0.00,0.00,0-20000,2.79,1.50,M�rten Jonsson
Absolute Drift,2015-07-29,0,Racing;Driving;Indie,1673,225,2.42,3.25,100000-200000,8.99,4.00,Funselektor Labs
Deadlings: Rotten Edition,2014-11-11,0,Action;Adventure;Indie,225,47,3.13,3.62,50000-100000,2.79,12.00,One More Level
We Happy Few,2018-08-10,0,Open World;Survival;Psychological Horror,3130,1333,5.13,5.13,100000-200000,44.99,32.50,Compulsion Games
Car Mechanic Simulator 2015,2015-04-23,0,Simulation;Building;Singleplayer,8238,827,11.33,12.33,500000-1000000,14.99,20.50,Red Dot Games
Darkstone,2014-09-25,0,RPG;Action;Hack and Slash,160,56,456.25,456.25,50000-100000,3.99,10.50,Delphine Software International
Earthworms,2018-02-23,0,Adventure;Indie;Casual,40,3,0.00,0.00,0-20000,4.79,3.00,All Those Moments
Cosmonautica,2015-07-31,0,Space;Simulation;Indie,503,498,3.27,3.27,100000-200000,6.99,10.00,Chasing Carrots
Magnifico,2014-12-02,0,Strategy;Casual;Board Game,64,47,0.10,0.10,50000-100000,3.99,0.78,Mixel
Ascension: Deckbuilding Game,2014-12-16,0,Strategy;Casual;Card Game,331,83,0.00,0.00,20000-50000,6.99,7.00,"Playdek, Inc."
Oscura: Lost Light,2015-02-24,0,Indie;Adventure;Platformer,77,34,0.00,0.00,20000-50000,5.19,3.00,Chocolate Liberation Front
Coffin Dodgers,2015-07-08,0,Racing;Action;Indie,408,178,0.00,0.00,50000-100000,8.99,2.50,Milky Tea Studios
Season Match,2014-09-15,0,Casual;Adventure;Match 3,102,32,0.00,0.00,0-20000,2.79,6.00,URSE Games
Season Match 2,2014-10-10,0,Match 3;Adventure;Casual,42,31,0.00,0.00,20000-50000,2.79,3.50,URSE Games
The Treasures of Montezuma 3,2014-10-16,0,Casual;Indie;Adventure,136,66,0.00,0.00,0-20000,2.79,11.50,Alawar Entertainment
Tokyo School Life,2015-02-12,16,Anime;Visual Novel;Nudity,586,35,6.73,6.73,20000-50000,10.99,5.00,M2 Co.
Toren,2015-05-11,0,Adventure;Indie;Female Protagonist,707,370,0.00,0.00,50000-100000,6.99,2.50,Swordtales
Gender Bender DNA Twister Extreme,2015-11-23,18,Nudity;Visual Novel;Anime,136,51,0.00,0.00,0-20000,18.99,55.00,Transcendent Games
Sign Motion,2014-10-24,0,Indie;Adventure;Platformer,52,30,0.00,0.00,0-20000,6.99,2.00,Midnart
Aquadelic GT,2015-03-25,0,Racing;Simulation,24,7,0.00,0.00,0-20000,3.99,13.00,Hammerware
Sigils of Elohim,2014-10-13,0,Free to Play;Casual;Puzzle,828,71,0.28,0.48,200000-500000,0.00,2.50,Croteam
The Sun and Moon,2014-11-14,0,Indie;Action;Platformer,122,19,0.00,0.00,20000-50000,4.99,11.50,Daniel Linssen
The Flying Dutchman,2014-09-12,0,Casual;Hidden Object,7,47,0.00,0.00,0-20000,3.99,0.53,Snack Games
Icewind Dale: Enhanced Edition,2014-10-30,0,RPG;Fantasy;Adventure,710,123,3.37,3.37,100000-200000,14.99,39.50,Beamdog
Rising Angels: Reborn,2014-09-12,0,Free to Play;Visual Novel;Anime,474,116,0.88,1.33,100000-200000,0.00,5.00,IDHAS Studios
Silence of the Sleep,2014-10-01,0,Horror;Adventure;Indie,388,131,3.62,3.62,100000-200000,3.99,7.00,Jesse Makkonen
Schein,2014-10-09,0,Indie;Action;Adventure,198,61,9.18,9.18,100000-200000,5.49,8.00,Zeppelin Studio
Moorhuhn: Tiger and Chicken,2014-09-24,0,Action;RPG;Indie,22,9,0.00,0.00,0-20000,3.99,2.50,Deck 13
Yury,2014-12-09,0,Indie;Adventure;Action,236,242,3.75,4.77,100000-200000,1.59,2.00,Cubic Pie
Disorder,2015-01-12,0,Indie;Action;Platformer,62,20,1.58,1.58,0-20000,2.79,2.00,Swagabyte Games
20XX,2017-08-16,0,Platformer;Action;Indie,2591,205,2.77,2.77,200000-500000,10.99,6.00,Batterystaple Games
Disney Princess: Enchanted Journey,2014-10-10,0,Adventure;Female Protagonist;Action,15,3,0.00,0.00,0-20000,15.49,2.00,Papaya Studio
Geometry Dash,2014-12-22,0,Difficult;Great Soundtrack;Music,52737,2990,92.43,24.52,1000000-2000000,2.79,32.50,Robert Topala
SteamWorld Heist,2016-06-07,0,Turn-Based;Strategy;Steampunk,2660,121,6.47,7.82,200000-500000,10.99,15.00,Image & Form International
"Guns, Gore & Cannoli",2015-04-30,0,Action;Side Scroller;2D,1650,125,0.00,0.00,100000-200000,6.99,4.00,"Crazy Monkey Studios, Claeys Brothers"
Gurumin: A Monstrous Adventure,2015-03-30,0,Action;RPG;Cute,513,48,7.57,7.57,50000-100000,6.99,11.50,Nihon Falcom
Don't Starve Together,2016-04-21,0,Survival;Multiplayer;Co-op,108601,4206,17.83,6.73,5000000-10000000,10.99,56.50,Klei Entertainment
FRAMED Collection,2018-05-17,0,Indie;Adventure;Casual,164,9,0.00,0.00,0-20000,7.19,3.00,Loveshack Entertainment
SUPERHOT,2016-02-25,0,FPS;Action;Bullet Time,14847,2202,3.53,3.38,1000000-2000000,17.99,3.00,SUPERHOT Team
Mind Zero,2016-03-08,0,RPG;JRPG;Dungeon Crawler,31,32,0.00,0.00,0-20000,14.99,50.00,"Acquire, ZeroDiv"
Drifting Lands,2017-06-05,0,Indie;Action;RPG,184,41,0.00,0.00,0-20000,13.99,13.00,Alkemi
"Warhammer 40,000: Regicide",2015-09-08,0,Warhammer 40K;Strategy;Chess,1158,468,1.45,2.87,100000-200000,7.19,19.00,Hammerfall Publishing
Subject 13,2015-05-28,0,Adventure;Indie;Puzzle,132,85,0.13,0.13,50000-100000,6.99,5.00,"Paul Cuisset, Microids"
Laserlife,2015-09-22,0,Indie;Rhythm;Music,62,19,0.00,0.00,20000-50000,7.19,2.00,Choice Provisions
Tharsis,2016-01-11,0,Strategy;Indie;Space,1397,616,4.53,4.53,200000-500000,10.99,3.00,Choice Provisions
Frostpunk,2018-04-24,16,City Builder;Survival;Strategy,22952,3202,18.07,10.30,1000000-2000000,24.99,13.00,11 bit studios
Vagante,2018-02-21,0,Rogue-like;Pixel Graphics;Rogue-lite,1662,195,0.00,0.00,100000-200000,10.99,47.50,Nuke Nine
The World II: Hunting BOSS,2014-11-07,0,RPG;Action,30,33,0.00,0.00,0-20000,1.59,3.50,Good Games
Hexus,2014-09-17,0,Casual;Strategy;Puzzle,43,12,0.00,0.00,20000-50000,3.99,9.00,iMaxGen
Robin's Island Adventure,2014-09-17,0,Casual;Match 3;Hidden Object,16,15,0.00,0.00,20000-50000,3.99,8.00,Shaman Games Studio
Jane Angel: Templar Mystery,2014-09-17,0,Casual;Hidden Object,21,17,0.00,0.00,20000-50000,3.99,2.00,iMaxGen
Grow Home,2015-02-04,0,Open World;Adventure;Singleplayer,3855,382,2.37,2.70,200000-500000,6.69,4.00,Ubisoft Reflections
The Magic Circle,2015-07-09,0,Adventure;Indie;Puzzle,1048,83,1.25,1.25,100000-200000,14.99,4.00,Question
Crow,2014-10-06,0,Action;Adventure;Indie,70,33,0.00,0.00,20000-50000,6.99,1.50,Sunside
Alphadia Genesis,2015-01-12,0,RPG;Action;Adventure,80,16,7.50,8.02,20000-50000,6.99,19.50,"Kemco, EXE-CREATE"
Raiden IV: OverKill,2015-09-02,0,Action;Shoot 'Em Up;Arcade,314,53,0.10,0.10,50000-100000,10.99,4.00,Moss Co.
Ubinota,2015-03-04,0,Indie;Puzzle;Physics,172,14,0.00,0.00,50000-100000,0.00,7.00,Rotateam
Poltergeist: A Pixelated Horror,2014-10-20,0,Indie;Casual;Puzzle,29,12,0.00,0.00,0-20000,5.59,2.50,Glitchy Pixel
Decay: The Mare,2015-02-13,0,Horror;Point & Click;Adventure,713,258,0.82,0.82,100000-200000,3.99,3.00,Shining Gate Software
iO,2014-12-05,0,Indie;Action;Racing,145,32,0.88,1.50,50000-100000,3.99,4.50,Gamious
Verde Station,2014-12-18,0,Adventure;Indie;Casual,191,72,0.00,0.00,20000-50000,0.79,2.00,Duelboot
Kalimba,2015-04-22,0,Casual;Action;Local Co-Op,205,14,0.00,0.00,0-20000,6.99,12.50,Press Play
Pyrite Heart,2014-09-25,0,Otome;Visual Novel;Anime,188,90,3.62,3.62,0-20000,3.99,0.98,Winged Cloud
I Will Escape,2014-12-22,0,Indie;Action;Adventure,7,8,0.00,0.00,0-20000,0.79,4.50,Blue Label Studio
VoidExpanse,2015-04-02,0,Space;RPG;Open World,458,189,0.00,0.00,50000-100000,10.99,22.50,AtomicTorch Studio
Halo: Spartan Strike,2015-04-16,0,Action;Sci-fi;Top-Down Shooter,528,106,0.10,0.10,100000-200000,1.99,7.00,"343 Industries, Vanguard Games"
The Shopkeeper,2014-10-23,0,Adventure;Indie;Point & Click,18,117,0.00,0.00,20000-50000,1.99,0.98,Verse Publications
Gemini: Heroes Reborn,2016-01-18,16,Action;Adventure;Female Protagonist,285,83,0.00,0.00,50000-100000,3.99,4.50,Phosphor Games
To Be or Not To Be,2015-02-04,0,Adventure;Casual;Choose Your Own Adventure,165,13,0.00,0.00,0-20000,3.99,3.50,Tin Man Games
The Warlock of Firetop Mountain,2016-08-30,0,Adventure;Indie;Action,345,103,3.95,3.95,100000-200000,14.99,4.50,Tin Man Games
StuntMANIA Reloaded,2014-11-13,0,Racing;Casual;Adventure,45,36,0.00,0.00,20000-50000,3.99,6.00,Sector3 Games
Monster Truck Destruction,2015-07-10,0,Racing;Action;Destruction,137,167,0.25,0.25,50000-100000,3.99,3.50,ODD Games
Shadow Warrior 2,2016-10-13,0,Action;Gore;FPS,10152,1406,16.55,27.58,200000-500000,34.99,14.50,Flying Wild Hog
Parallax,2015-03-10,0,Indie;Puzzle;First-Person,109,13,0.00,0.00,0-20000,3.99,5.00,Toasty Games
Deep Dungeons of Doom,2014-10-14,0,RPG;Casual;Adventure,440,115,3.13,4.95,200000-500000,3.99,9.50,Bossa Studios
Run or Die,2014-12-11,0,Action;Indie;Platformer,108,15,0.00,0.00,20000-50000,3.99,23.00,Team Flow
Bik - A Space Adventure,2014-10-14,0,Adventure;Indie;Pixel Graphics,39,2,0.00,0.00,0-20000,3.99,6.00,Zotnip
Nova-111,2015-08-25,0,Indie;Arcade;Action,116,30,6.77,6.77,50000-100000,3.99,6.00,Funktronic Labs
Fire,2015-04-09,0,Adventure;Indie;Casual,299,50,0.00,0.00,20000-50000,7.99,3.00,Daedalic Entertainment
The Hive,2016-08-25,0,Strategy;Indie;Adventure,145,64,0.00,0.00,0-20000,7.19,7.50,Skydome Entertainment
Clash of Puppets,2014-12-16,0,Action;Indie;Horror,40,16,0.00,0.00,0-20000,3.99,10.00,Drakkar Dev
Crystal Catacombs,2015-01-15,0,Indie;Platformer;Metroidvania,35,44,0.00,0.00,20000-50000,5.59,11.50,"Levels or Lives, Super Fun Games"
Viking Squad,2016-10-04,0,Action;Indie;Adventure,162,21,0.00,0.00,0-20000,10.99,5.50,Slick Entertainment
Defenders of the Last Colony,2016-06-23,0,Action;Indie;Shooter,9,14,0.00,0.00,0-20000,3.99,0.87,knitted pixels
Death Skid Marks,2014-11-20,18,Indie;Action;RPG,513,43,0.00,0.00,20000-50000,6.99,19.00,Studio Whisky Tango
Sinister City,2014-10-20,0,Hidden Object;Casual;Adventure,942,484,3.93,5.10,100000-200000,0.79,2.50,
Alchemy Mysteries: Prague Legends,2014-12-22,0,Casual;Hidden Object;Adventure,775,231,4.08,5.15,100000-200000,1.59,3.50,Jetios Limited
Mystery of Neuschwanstein,2015-02-18,0,Adventure;Casual;Hidden Object,35,9,0.00,0.00,0-20000,8.99,3.00,Chimera Entertainment
Windward,2015-05-12,0,Pirates;Naval;Sandbox,2203,552,17.73,17.73,200000-500000,6.99,37.00,Tasharen Entertainment
ShellShock Live,2015-03-11,0,Early Access;Tanks;Multiplayer,11426,1264,20.30,17.47,1000000-2000000,4.99,6.50,kChamp Games
If My Heart Had Wings,2014-11-24,0,Anime;Visual Novel;Nudity,2780,219,13.07,13.07,100000-200000,10.99,30.50,Pulltop
Chime Sharp,2016-07-19,0,Casual;Puzzle;Music,82,23,0.05,0.05,20000-50000,6.99,11.00,"Ste Curran, Twistplay"
Warhammer Quest,2015-01-07,0,RPG;Strategy;Turn-Based,516,246,98.90,98.90,50000-100000,10.99,25.50,"Rodeo Games, Twistplay"
Whisper of a Rose,2014-11-14,0,RPG;Adventure;RPGMaker,37,39,1.75,1.75,50000-100000,6.99,51.00,Rose Portal Games
Heart&Slash,2016-08-09,0,Indie;Action;Hack and Slash,302,67,0.00,0.00,0-20000,10.99,25.00,AHEARTFULOFGAMES
Sword of Asumi,2015-01-08,0,Visual Novel;Anime;Female Protagonist,258,90,7.25,7.25,50000-100000,7.19,3.00,AJTilley.com
Worms W.M.D,2016-08-23,0,Strategy;Multiplayer;Action,2132,528,7.07,9.57,200000-500000,19.99,17.00,Team17 Digital
Anna's Quest,2015-07-02,0,Adventure;Point & Click;Indie,875,119,2.22,4.12,100000-200000,14.99,10.50,
The Marvellous Miss Take,2014-11-20,0,Stealth;Female Protagonist;Indie,235,46,8.50,8.50,50000-100000,14.99,9.00,Wonderstruck
Brink of Consciousness: The Lonely Hearts Murders,2014-11-24,0,Casual;Hidden Object;Point & Click,85,13,0.00,0.00,0-20000,6.99,4.00,Magic Indie
Hail to the King: Deathbat,2014-10-30,0,Adventure;Action;RPG,147,35,0.00,0.00,0-20000,4.79,10.50,Subscience Studios
Ballads of Reemus: When the Bed Bites,2015-04-27,0,Adventure;Indie;Casual,27,1,0.00,0.00,0-20000,3.99,2.50,
Zenzizenzic,2015-07-23,0,Action;Indie;Bullet Hell,70,7,0.00,0.00,0-20000,6.99,2.00,bitHuffel
Traverser,2015-07-09,0,Adventure;Indie;Action,59,23,0.00,0.00,0-20000,10.99,4.00,Gatling Goat Studios
Near Death,2016-08-02,0,Adventure;Survival;Indie,555,54,1.03,1.03,20000-50000,10.99,3.00,Orthogonal Games
CaesarIA,2015-01-20,0,Early Access;Free to Play;City Builder,767,451,0.22,0.43,200000-500000,0.00,2.00,rdt.32
Ironcast,2015-03-26,0,Strategy;Indie;Match 3,511,122,0.00,0.00,20000-50000,9.99,12.00,Dreadbit
BloodNet,2014-10-17,0,Adventure;Vampire;Cyberpunk,14,16,0.00,0.00,20000-50000,18.99,7.00,MicroProse
Dragonsphere,2014-10-17,0,Adventure;Point & Click;Classic,14,3,0.00,0.00,0-20000,18.99,8.00,MicroProse
Sword of the Samurai,2014-10-17,0,Adventure;Simulation;Classic,102,8,0.00,0.00,20000-50000,18.99,1.50,MicroProse
Leviathan: The Last Day of the Decade,2014-11-18,0,Visual Novel;Adventure;Story Rich,462,105,0.00,0.00,50000-100000,10.99,8.00,Lostwood Games
Rex Nebular and the Cosmic Gender Bender,2014-10-17,0,Adventure;Point & Click;1990's,17,9,0.00,0.00,0-20000,18.99,6.50,MicroProse
Slave Zero,2014-10-23,0,Cyberpunk;Action;Mechs,118,15,0.00,0.00,20000-50000,4.99,6.00,Accolade
Potatoman Seeks the Troof,2014-12-03,0,Indie;Platformer;Pixel Graphics,398,142,6.08,6.08,100000-200000,2.79,0.78,Pixeljam
Thieves' Gambit: The Curse of the Black Cat,2014-10-17,0,Indie;RPG;Text-Based,22,5,0.00,0.00,0-20000,2.09,2.00,Choice of Games
Don't Knock Twice,2017-09-05,0,Adventure;Horror;Indie,174,51,3.12,3.12,0-20000,15.99,1.50,Wales Interactive
Frozen Synapse Prime,2014-11-14,0,Strategy;Turn-Based;Turn-Based Strategy,189,103,0.00,0.00,50000-100000,18.99,19.50,Double Eleven
SanctuaryRPG: Black Edition,2015-02-13,0,RPG;Indie;Retro,1218,96,5.57,8.20,100000-200000,5.79,16.50,Black Shell Games
Vampires: Guide Them to Safety!,2014-10-22,0,Indie;Vampire;Puzzle,36,5,0.00,0.00,0-20000,3.99,0.42,CBE Software
Space Legends: At the Edge of the Universe,2014-11-24,0,Casual;Adventure;Hidden Object,49,59,0.00,0.00,20000-50000,6.99,4.00,Red Hedgehog
The Deer God,2015-02-27,0,Indie;Platformer;Pixel Graphics,283,159,0.00,0.00,20000-50000,10.99,4.50,"Crescent Moon Games, Cinopt Studios"
Koya Rift,2014-10-27,0,Indie,13,24,0.00,0.00,0-20000,1.99,0.95,SunnyKatt
Reassembly,2015-02-19,0,Building;Space;Sandbox,2258,173,0.07,0.07,100000-200000,11.39,160.00,Anisoptera Games
Astray,2015-02-03,0,Adventure;Indie;Horror,140,60,0.00,0.00,20000-50000,4.99,2.00,Aegon Games
QbQbQb,2014-10-29,0,Action;Casual;Indie,88,11,0.00,0.00,20000-50000,3.99,1.50,Rezoner
Stealth Inc 2: A Game of Clones,2015-04-30,0,Indie;Action;Adventure,650,198,3.90,5.33,200000-500000,12.99,10.50,Curve Studios
Sonic Lost World,2015-11-02,0,Adventure;Platformer;3D Platformer,1000,612,0.18,0.18,100000-200000,19.99,8.50,"Sonic Team, Dimps (3DS)"
JumpJet Rex,2015-04-21,0,Indie;Platformer;Action,390,40,0.43,0.43,100000-200000,6.99,6.00,TreeFortress Games
Snow Light,2014-10-24,0,Indie;Adventure;Action,4,17,0.00,0.00,0-20000,6.99,3.00,West Dragon Productions
Phantom Breaker: Battle Grounds,2015-01-23,0,Anime;Beat 'em up;Action,2220,425,2.02,2.17,100000-200000,8.99,4.00,Division2
Eradicator,2014-11-06,0,Action;FPS;Classic,45,6,0.00,0.00,20000-50000,4.99,8.00,Accolade
BasketBelle,2014-12-09,0,Indie;Sports;Adventure,113,15,0.00,0.00,0-20000,3.99,0.72,Studio Bean
4089: Ghost Within,2015-01-09,0,Action;RPG;Indie,57,35,2.68,2.68,0-20000,4.79,9.00,Phr00t's Software
The Moon Sliver,2014-10-28,0,Walking Simulator;Adventure;Psychological Horror,589,218,0.00,0.00,50000-100000,1.59,0.80,David Szymanski
Catlateral Damage,2015-05-27,0,Simulation;Cats;Indie,858,98,25.30,25.30,50000-100000,6.99,3.50,"Chris Chung, Fire Hose Games"
Pix the Cat,2015-01-29,0,Indie;Action;Cats,239,60,4.12,4.12,50000-100000,6.99,4.00,Pasta Games
Warlocks vs Shadows,2015-08-19,0,Indie;Action;RPG,175,106,0.68,1.10,20000-50000,9.99,6.00,Frozen District
Runes of Brennos,2015-10-16,0,Action;Casual;Indie,24,7,0.00,0.00,0-20000,0.79,2.00,LuGus Studios
Over The Void,2014-11-11,0,Indie;Psychedelic;Abstract,112,51,0.00,0.00,20000-50000,3.99,0.97,Marie Ronnaux Games
It's A Wipe!,2014-12-11,0,Indie;Strategy;Simulation,87,25,9.88,9.88,0-20000,3.99,8.00,Parody Games
Solar Struggle,2014-11-18,0,Action;Indie;Arcade,4,18,0.00,0.00,0-20000,4.79,2.50,Z-Software
2064: Read Only Memories,2015-10-06,0,Cyberpunk;Adventure;Point & Click,872,240,5.43,5.43,200000-500000,14.99,10.50,MidBoss
Tales from the Borderlands,2014-11-25,18,Comedy;Adventure;Story Rich,14338,697,8.73,8.63,1000000-2000000,11.99,11.00,Telltale Games
Demon Hunter: Chronicles from Beyond,2014-12-04,0,Casual;Hidden Object;Adventure,180,105,4.13,4.72,50000-100000,6.99,3.50,Brave Giant
Passing Pineview Forest,2014-11-21,0,Horror;Free to Play;Adventure,1100,530,0.02,0.02,200000-500000,0.00,0.33,Visual Imagination Software
Master Spy,2015-09-08,0,Indie;Platformer;Stealth,200,47,0.22,0.22,50000-100000,6.99,3.50,TURBOGUN
Tulpa,2015-01-29,0,Indie;Surreal;Puzzle,103,93,2.12,2.12,20000-50000,7.99,2.00,Encryptique Studios
Rooms: The Unsolvable Puzzle,2015-05-01,0,Casual;Adventure;Indie,82,10,0.00,0.00,0-20000,10.99,12.50,HandMade Game
Everlasting Summer,2014-11-19,0,Visual Novel;Free to Play;Story Rich,31230,1538,4.15,1.63,1000000-2000000,0.00,14.00,Soviet Games
Pinstripe,2017-04-24,0,Indie;Adventure;Casual,1073,126,7.48,7.48,100000-200000,10.99,3.00,Thomas Brush
Amphora,2014-11-12,0,Indie;Puzzle;Adventure,122,26,0.00,0.00,0-20000,9.99,2.00,Moondrop
Carmageddon TDR 2000,2014-12-04,0,Racing;Action;Indie,178,75,0.00,0.00,50000-100000,2.99,13.00,Torus Games
Crossing Souls,2018-02-13,0,Adventure;Indie;Action,610,132,4.28,4.28,50000-100000,10.99,8.50,Fourattic
Axiom Verge,2015-05-14,0,Metroidvania;Pixel Graphics;Platformer,3084,187,6.28,8.20,100000-200000,14.99,12.50,Tom Happ
Gunmetal Arcadia,2017-02-07,0,Action;Indie;Adventure,30,7,0.00,0.00,0-20000,6.99,4.00,Minor Key Games
